,Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
403,404,60,3,12090,1,3,3,0,0,0,15,2,2,0,5,8,5,1998,1998,3,0,12,13,1,650.0,2,4,2,2,3,3,5,0,5,0,1141,1141,1,2,1,4,1098,0,2263,0,0,2,1,4,1,2,6,1,3,0,2,4,4,2,144,123,0,0,0,0,0,7,2006,8,0,12.460714863903757
404,405,60,3,10364,1,0,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,0,8,8,2,0.0,3,4,2,2,3,3,5,0,5,0,806,806,1,2,1,4,766,0,1572,0,0,2,1,3,1,3,6,1,3,0,2,4,4,2,0,40,0,0,0,0,0,5,2007,8,4,12.031719258385394
405,406,20,3,9991,1,0,3,0,0,0,19,1,2,0,2,4,4,1976,1993,1,0,9,10,2,0.0,3,4,1,3,3,3,1,1116,5,0,165,1281,1,0,1,4,0,0,1620,1,0,2,0,3,1,3,2,1,1,2,2,4,4,2,120,78,0,0,0,0,0,6,2009,8,4,11.918390573078392
406,407,50,3,10480,1,3,3,0,4,0,18,2,2,0,0,6,5,1936,1950,1,0,8,8,2,0.0,3,4,0,3,3,3,5,0,5,0,1064,1064,1,0,1,0,0,473,1639,0,0,1,0,3,1,3,1,0,5,2,1,4,4,2,0,0,0,0,0,0,0,3,2008,8,4,11.652687407345386
407,408,70,3,15576,1,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,0,13,10,2,0.0,3,4,0,2,3,3,5,0,5,0,840,840,1,0,1,4,840,0,1680,0,0,2,0,4,1,3,6,0,1,2,1,4,4,2,0,0,160,0,0,0,0,3,2008,8,4,12.083905011555967
408,409,60,3,14154,1,3,3,0,0,0,16,2,2,0,5,7,5,2006,2006,1,0,12,13,1,350.0,2,4,2,0,1,3,5,0,5,0,1063,1063,1,0,1,4,1101,0,2172,0,0,2,1,3,1,2,6,1,1,1,3,4,4,2,192,62,0,0,0,0,0,8,2007,6,5,12.542544882151384
409,410,60,1,10800,1,3,3,0,4,0,21,2,2,0,5,8,5,2007,2008,1,0,12,13,3,100.0,2,4,2,0,3,3,2,789,5,0,245,1034,1,0,1,4,1028,0,2078,1,0,2,1,3,1,0,6,1,1,0,3,4,4,2,0,102,0,0,0,0,0,4,2008,6,5,12.73596533201339
410,411,20,3,9571,1,3,3,0,4,0,7,2,2,0,2,5,3,1958,1958,1,0,2,2,2,0.0,3,1,1,3,0,3,5,0,5,0,1276,1276,1,4,1,0,0,0,1276,0,0,1,0,3,1,3,4,0,1,2,1,4,4,2,0,0,0,0,0,0,0,6,2009,0,0,11.002099841204238
411,412,190,3,34650,1,3,0,0,4,0,8,2,2,1,2,5,5,1955,1955,3,0,13,14,2,0.0,3,4,1,3,3,2,4,1056,5,0,0,1056,1,4,0,4,0,0,1056,1,0,1,0,3,1,3,6,0,1,0,2,4,4,2,264,0,0,0,0,0,0,1,2006,8,4,11.884489021402711
412,413,20,1,4403,1,1,3,0,4,0,21,2,2,0,2,7,5,2009,2009,1,0,8,8,3,432.0,0,4,2,0,3,0,2,578,5,0,892,1470,1,0,1,4,0,0,1478,1,0,2,1,2,1,2,6,1,1,0,2,4,4,2,0,144,0,0,0,0,0,6,2010,6,5,12.310432660854413
413,414,30,4,8960,1,3,3,0,4,0,17,0,2,0,2,5,6,1927,1950,1,0,14,15,2,0.0,3,4,1,3,3,3,5,0,5,0,1008,1008,1,2,1,0,0,0,1028,0,0,1,0,2,1,3,6,1,5,2,2,4,4,2,0,0,130,0,0,0,0,3,2010,8,4,11.652687407345386
414,415,60,3,11228,1,1,3,0,1,0,20,2,2,0,5,7,5,1993,1993,1,0,12,13,2,0.0,2,4,2,2,3,3,1,50,2,531,499,1080,1,0,1,4,1017,0,2097,0,1,2,1,3,1,2,6,1,1,2,3,4,4,2,196,187,0,0,0,0,0,12,2008,8,4,12.337100907936573
415,416,20,3,8899,1,0,3,0,4,0,8,2,2,0,2,7,5,2007,2007,1,0,12,13,2,0.0,2,4,2,2,3,0,2,24,5,0,1316,1340,1,0,1,4,0,0,1340,0,0,2,0,3,1,2,6,0,1,0,2,4,4,2,100,30,0,0,0,0,0,8,2007,6,5,12.106992367829497
416,417,60,3,7844,1,3,3,0,4,0,19,2,2,0,5,6,7,1978,1978,3,0,6,6,1,203.0,3,4,1,3,3,3,0,209,5,0,463,672,1,4,1,4,728,0,1400,0,0,1,1,3,1,3,6,1,1,0,2,4,4,2,0,0,0,0,0,0,0,3,2006,8,4,11.915051671812876
417,418,70,3,22420,1,0,3,0,4,0,6,1,2,0,5,6,6,1918,1950,3,0,13,12,2,0.0,3,4,0,2,3,3,1,1128,5,0,242,1370,2,4,0,0,1254,0,2624,1,0,2,1,4,1,3,6,1,5,2,3,4,4,0,0,0,0,0,0,0,0,11,2007,8,4,12.384218830913648
418,419,50,3,8160,1,3,3,0,4,0,7,2,2,0,0,5,6,1940,1950,1,0,8,8,2,0.0,3,4,0,3,3,3,0,312,5,0,444,756,1,1,0,1,378,0,1134,1,0,1,1,3,1,3,6,0,5,2,1,4,4,1,0,0,0,0,0,0,0,4,2007,8,1,11.744037185933616
419,420,20,3,8450,1,3,3,0,4,0,12,2,2,0,2,5,6,1968,1968,1,0,12,13,2,0.0,3,4,1,3,3,3,1,775,5,0,281,1056,1,0,1,4,0,0,1056,1,0,1,0,3,1,3,6,1,1,2,1,4,4,2,0,85,184,0,0,0,0,7,2010,8,4,11.8635823365834
420,421,90,4,7060,1,3,3,0,4,0,11,2,2,2,6,7,5,1997,1998,1,0,12,13,1,200.0,3,2,2,2,1,1,2,1309,5,0,35,1344,1,0,1,4,0,0,1344,2,0,2,0,2,2,3,6,0,1,0,4,4,4,2,0,0,0,0,0,0,0,11,2008,8,2,12.237086699059345
421,422,20,3,16635,1,0,3,0,2,0,14,2,2,0,2,6,7,1977,2000,1,0,5,5,3,126.0,2,4,1,2,3,3,0,1246,5,0,356,1602,1,2,1,4,0,0,1602,0,1,2,0,3,1,2,6,1,1,0,2,4,4,2,240,0,0,0,0,0,0,6,2009,8,4,12.278393307109802
422,423,20,3,21750,1,3,1,0,4,1,11,0,2,0,2,5,5,1954,1954,3,0,6,6,2,0.0,3,4,1,3,3,3,5,0,5,0,988,988,1,0,1,0,0,0,988,0,0,1,0,2,1,3,6,0,1,1,2,4,4,0,0,0,0,0,0,0,0,2,2008,8,4,11.635143097694476
423,424,60,3,9200,1,3,3,0,4,0,15,2,2,0,5,8,5,1998,1998,1,0,12,13,1,473.0,2,4,2,2,3,3,2,986,5,0,484,1470,1,2,1,4,1160,0,2630,1,0,2,1,4,1,2,6,1,1,0,3,4,4,2,0,66,0,0,0,0,0,6,2008,8,4,12.66032791780777
424,425,20,3,9000,1,3,3,0,4,0,12,2,2,0,2,6,5,1956,1956,1,0,13,14,1,74.0,3,4,1,2,3,3,3,616,5,0,580,1196,1,2,1,0,0,0,1196,1,0,1,0,2,1,3,6,1,1,1,1,4,4,2,0,44,0,0,0,0,0,5,2008,8,4,11.842229212112827
425,426,60,4,3378,1,3,1,0,4,0,17,2,2,0,5,7,8,1946,1992,1,0,6,6,2,0.0,3,2,1,3,3,3,5,0,5,0,651,651,1,2,1,4,682,0,1389,0,0,1,1,3,1,3,6,2,5,2,1,4,4,1,0,0,126,0,0,0,0,9,2009,8,4,11.813030057420569
426,427,80,3,12800,1,3,2,0,4,1,20,2,2,0,7,7,5,1989,1989,1,0,13,14,1,145.0,2,4,2,2,3,1,2,1518,5,0,0,1518,1,2,1,4,0,0,1644,1,1,2,0,2,1,2,6,1,1,0,2,4,4,2,80,0,0,0,396,0,0,8,2009,8,4,12.524526376648707
427,428,20,3,8593,1,0,3,0,4,0,12,2,2,0,2,4,6,1957,1957,3,0,8,8,2,0.0,3,4,1,3,3,3,4,288,5,0,619,907,1,0,1,4,0,0,907,0,0,1,0,3,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,7,2008,8,4,11.599176553013448
428,429,20,3,6762,1,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,0,12,13,1,108.0,2,4,2,2,3,3,2,664,5,0,544,1208,1,0,1,4,0,0,1208,1,0,2,0,2,1,2,6,0,1,1,2,4,4,2,105,54,0,0,0,0,0,9,2007,6,5,12.18280401859082
429,430,20,3,11457,1,0,3,0,0,0,23,2,2,0,2,6,5,1988,1988,1,0,6,6,2,0.0,3,4,1,2,3,2,2,1005,5,0,387,1392,1,4,1,4,0,0,1412,1,0,2,0,3,1,2,6,1,1,2,2,4,4,2,0,0,169,0,0,0,0,3,2009,8,4,12.072541252905653
430,431,160,4,1680,1,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,0,6,6,1,232.0,3,4,1,3,3,3,0,387,5,0,96,483,1,4,1,4,504,0,987,0,0,1,1,2,1,3,6,0,5,2,1,4,4,2,0,0,0,0,0,0,0,7,2008,0,0,11.35510137977666
431,432,50,4,5586,1,0,0,0,4,0,17,1,2,0,0,6,7,1920,1998,1,0,8,8,2,0.0,3,4,0,3,3,3,5,0,5,0,901,901,1,2,1,4,110,0,1198,0,0,1,0,4,1,3,6,0,1,2,0,4,4,0,0,98,0,0,0,0,0,9,2008,3,0,11.288531131754365
432,433,160,4,1920,1,3,3,0,4,0,2,2,2,4,5,5,5,1971,1971,1,0,6,6,1,376.0,3,4,1,3,3,3,0,471,5,0,294,765,1,0,1,4,600,0,1365,1,0,1,1,2,1,3,2,0,5,2,2,4,4,2,240,36,0,0,0,0,0,8,2007,8,4,11.715866308966918
433,434,60,3,10839,1,0,3,0,0,0,8,2,2,0,5,6,5,1997,1998,1,0,12,13,2,0.0,3,4,2,2,3,3,5,0,5,0,926,926,1,0,1,4,678,0,1604,0,0,2,1,3,1,3,6,1,1,0,2,4,4,2,0,36,0,0,0,0,0,7,2008,8,4,12.106252310247962
434,435,180,4,1890,1,3,3,0,4,0,10,2,2,3,6,4,7,1972,1972,1,0,5,5,2,0.0,3,2,1,2,3,0,0,495,5,0,135,630,1,2,1,4,0,0,630,1,0,1,0,1,1,3,6,0,1,2,0,4,4,2,88,0,0,0,0,0,0,6,2008,8,4,11.302204433654575
435,436,60,3,10667,1,1,3,0,1,0,5,4,2,0,5,7,6,1996,1996,1,0,12,13,2,0.0,2,4,2,2,3,0,2,385,0,344,70,799,1,0,1,4,834,0,1661,1,0,2,1,3,1,2,6,1,1,1,2,4,4,2,158,61,0,0,0,0,0,4,2009,5,4,12.264341553654152
436,437,50,4,4400,1,3,3,0,4,0,17,2,2,0,0,6,8,1920,1950,1,0,11,12,2,0.0,3,4,0,1,3,3,5,0,5,0,648,648,1,4,1,0,384,0,1118,0,0,1,0,2,1,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,10,2006,8,4,11.6613454700885
437,438,45,4,6000,1,3,3,0,4,0,3,2,2,0,1,6,7,1926,2004,1,0,13,14,2,0.0,2,4,2,3,3,3,5,0,5,0,884,884,1,2,1,4,0,0,904,0,0,1,0,2,1,3,6,0,5,2,1,4,4,2,0,0,105,0,0,0,0,1,2009,8,4,11.686878772093667
438,439,30,3,4280,1,3,3,0,4,0,6,2,2,0,2,5,6,1913,2002,1,0,14,12,2,0.0,3,4,2,3,3,3,3,365,5,0,75,440,1,4,0,4,0,0,694,0,0,1,0,2,1,2,6,1,5,2,1,2,4,1,0,0,34,0,0,0,0,3,2007,8,4,11.411446296020374
439,440,50,3,12354,1,3,3,0,0,0,7,2,2,0,0,6,8,1920,2000,1,0,13,14,2,0.0,3,4,0,3,0,2,5,0,5,0,684,684,1,2,1,4,512,0,1196,0,0,1,0,3,1,2,6,0,5,2,2,4,4,2,0,46,0,0,0,0,800,8,2009,4,4,11.608235644774554
440,441,20,3,15431,1,3,3,0,4,0,16,2,2,0,2,10,5,2008,2008,3,0,12,13,3,200.0,0,4,2,0,3,1,2,1767,0,539,788,3094,1,0,1,4,0,0,2402,1,0,2,0,2,1,0,6,2,1,0,3,4,4,2,0,72,0,0,170,0,0,4,2009,8,4,13.226723392728571
441,442,90,3,12108,1,3,3,0,4,0,7,2,2,2,2,4,4,1955,1955,1,0,12,13,1,270.0,3,4,1,3,3,3,0,133,5,0,1307,1440,1,4,0,1,0,0,1440,0,0,2,0,4,2,1,6,0,1,2,0,4,4,2,0,0,0,0,0,0,0,9,2008,8,4,11.6784399034478
442,443,50,4,6240,1,3,3,0,4,0,3,2,2,0,0,5,7,1930,1992,1,0,8,8,2,0.0,3,4,2,3,3,3,5,0,5,0,1078,1078,1,4,1,4,445,0,1573,0,0,2,0,3,1,3,6,1,5,2,2,4,4,1,0,0,0,0,0,0,0,6,2008,8,4,12.000891794590135
443,444,120,3,3922,1,3,3,0,4,0,0,2,2,4,2,7,5,2006,2007,1,0,14,15,1,72.0,2,4,2,0,3,0,5,0,5,0,1258,1258,1,0,1,4,0,0,1258,0,0,2,0,2,1,2,6,1,1,0,3,4,4,2,144,16,0,0,0,0,0,6,2007,6,5,12.058152515453553
444,445,60,3,8750,1,3,3,0,4,0,5,2,2,0,5,7,5,1994,1995,1,0,12,13,2,0.0,2,2,2,2,3,3,2,642,5,0,273,915,1,0,1,4,975,0,1908,1,0,2,1,4,1,2,6,1,1,2,2,4,4,2,144,133,0,0,0,0,0,7,2008,8,4,12.254862809699604
445,446,20,3,9855,1,3,3,0,0,0,7,2,2,0,2,6,5,1956,1956,3,0,13,14,2,0.0,3,4,1,3,3,3,5,0,5,0,1436,1436,1,1,1,4,0,0,1689,0,0,1,0,3,1,3,6,1,1,2,2,4,4,2,0,0,0,0,0,0,0,11,2009,0,4,11.755871643580615
446,447,20,3,16492,1,0,3,0,0,0,12,3,2,0,2,6,6,1966,2002,1,0,3,10,2,0.0,2,4,1,3,3,3,0,247,4,713,557,1517,1,0,1,4,0,0,1888,0,0,2,1,2,1,2,4,1,1,0,2,4,4,2,0,0,0,0,0,0,0,6,2010,8,4,12.154779351142626
447,448,60,3,11214,1,0,3,0,0,0,8,2,2,0,5,7,5,1998,1999,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,930,930,1,2,1,4,930,0,1886,0,0,2,1,4,1,2,6,1,1,0,2,4,4,2,89,0,0,0,0,0,0,7,2006,8,4,12.205572520488492
448,449,50,4,8600,1,3,0,0,4,0,9,2,2,0,0,6,6,1937,1950,1,0,8,8,2,0.0,3,4,0,3,3,3,5,0,5,0,780,780,1,4,1,4,596,0,1376,0,0,2,0,3,1,3,6,1,5,2,1,4,4,0,0,0,0,0,0,0,0,6,2006,8,4,11.691071650353704
449,450,50,4,6000,1,3,3,0,4,0,17,2,2,0,0,3,7,1948,2002,1,0,8,8,2,0.0,3,2,1,3,3,3,0,331,5,0,318,649,1,0,1,4,504,0,1183,0,0,1,1,2,1,3,6,0,5,2,1,4,4,2,0,176,0,0,0,0,0,6,2007,8,4,11.695247021764185
450,451,30,4,5684,1,3,3,0,4,0,17,2,2,0,2,6,8,1930,2005,3,0,13,14,2,0.0,3,4,0,3,3,3,5,0,5,0,813,813,1,0,1,0,0,0,813,0,0,1,0,2,1,2,6,0,5,2,1,1,1,0,0,113,0,0,0,0,0,6,2006,8,4,11.608235644774554
451,452,20,3,70761,1,0,2,0,4,1,4,2,2,0,2,7,5,1975,1975,1,6,9,10,2,0.0,3,4,1,2,3,1,0,655,5,0,878,1533,1,4,1,4,0,0,1533,1,0,2,0,2,1,2,6,2,1,2,2,4,4,2,200,54,0,0,0,0,0,12,2006,8,4,12.542544882151384
452,453,60,3,9303,1,0,3,0,0,0,23,2,2,0,5,6,5,1996,1997,3,0,12,13,1,42.0,2,4,2,0,3,3,0,742,5,0,130,872,1,0,1,4,868,0,1756,1,0,2,1,3,1,3,6,0,1,0,2,4,4,2,144,122,0,0,0,0,0,7,2007,8,4,12.225875272826354
453,454,60,1,9000,1,3,3,0,4,0,21,2,2,0,5,8,5,2008,2008,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,768,768,1,0,1,4,804,0,1590,0,0,2,1,3,1,2,6,0,1,1,2,4,4,2,0,30,0,0,0,0,0,6,2009,8,4,12.254862809699604
454,455,90,3,9297,1,3,3,0,4,0,11,2,2,2,2,5,5,1976,1976,1,0,9,10,2,0.0,3,4,1,3,3,3,0,1606,5,0,122,1728,1,4,1,4,0,0,1728,2,0,2,0,4,2,3,6,0,5,2,2,4,4,2,0,0,0,0,0,0,0,7,2006,8,3,12.144197241812089
455,456,20,3,9600,1,3,3,0,4,0,14,2,2,0,2,7,6,1973,1973,3,0,6,6,1,320.0,3,4,1,3,3,3,0,916,5,0,326,1242,1,1,1,4,0,0,1242,0,0,1,1,3,1,3,6,1,1,2,2,4,4,2,0,0,0,0,0,0,0,9,2007,8,4,12.075394321888055
456,457,70,4,4571,1,3,3,0,4,0,17,2,2,0,5,5,5,1916,1950,1,0,0,0,2,0.0,3,4,0,3,3,3,5,0,5,0,624,624,1,1,0,4,720,0,1344,0,0,1,0,4,1,3,6,0,5,2,3,1,1,2,0,0,96,0,0,0,0,5,2008,0,0,11.492722757652713
457,458,20,3,53227,1,0,2,0,1,1,4,2,2,0,2,4,6,1954,1994,0,4,9,10,2,0.0,3,4,1,2,3,1,1,1116,5,0,248,1364,1,0,1,4,0,0,1663,1,0,1,0,2,1,2,2,2,1,0,2,4,4,2,224,137,0,0,0,0,0,3,2008,8,4,12.4529327234617
458,459,70,4,5100,1,3,3,0,4,0,17,2,2,0,5,8,7,1925,1996,3,0,11,15,2,0.0,3,2,2,3,3,3,5,0,5,0,588,588,1,1,1,4,833,0,1666,0,0,1,0,3,1,2,6,1,5,2,1,4,4,2,192,63,0,0,0,0,0,6,2008,8,4,11.989159643966598
459,460,50,3,7015,1,0,0,0,0,0,3,2,2,0,0,5,4,1950,1950,1,0,8,8,0,161.0,3,4,1,3,3,3,3,185,5,0,524,709,1,4,1,4,224,0,1203,1,0,1,0,3,1,2,6,1,5,2,1,4,4,2,0,0,248,0,0,0,0,7,2009,8,4,11.608235644774554
460,461,60,1,8004,1,0,3,0,4,0,21,6,2,0,5,8,5,2009,2009,1,0,12,13,3,110.0,2,4,2,2,3,3,2,544,5,0,288,832,1,0,1,4,1103,0,1935,1,0,2,1,3,1,3,6,0,3,0,2,4,4,2,0,150,0,0,0,0,0,12,2009,6,5,12.481561937216318
461,462,70,3,7200,1,3,3,0,4,0,18,1,2,0,5,7,9,1936,2007,1,0,13,14,2,0.0,2,2,2,2,1,3,0,350,1,210,0,560,1,0,1,4,560,0,1135,1,0,1,0,3,1,2,6,0,5,1,2,4,4,2,256,0,0,0,0,0,0,4,2009,8,4,11.951180395901384
462,463,20,3,8281,1,0,3,0,4,0,19,2,2,0,2,5,5,1965,1965,1,0,8,8,2,0.0,3,4,1,3,3,3,4,553,1,311,0,864,1,2,1,4,0,0,864,0,0,1,0,3,1,3,6,1,5,2,1,4,4,2,0,0,236,0,0,0,0,12,2009,8,4,11.04104808134268
463,464,70,3,11988,1,0,1,0,4,1,6,2,2,0,5,6,7,1934,1995,3,0,11,12,2,0.0,3,4,1,3,3,3,3,326,5,0,389,715,1,1,1,0,811,0,1660,0,0,1,1,3,1,3,6,1,5,2,1,4,4,2,0,0,0,0,0,0,0,8,2008,8,4,12.147913731356642
464,465,20,3,8430,1,3,1,0,4,1,5,2,2,0,2,5,5,1978,1978,1,0,6,6,1,136.0,3,4,1,2,3,3,4,616,5,0,424,1040,1,4,1,4,0,0,1040,0,0,2,0,3,1,3,6,0,1,2,0,4,4,2,0,0,0,0,0,0,0,8,2009,8,4,11.728036844587177
465,466,120,4,3072,1,3,3,0,4,0,0,2,2,4,2,7,5,2004,2004,3,0,12,13,1,18.0,2,4,2,2,3,3,5,0,5,0,1375,1375,1,0,1,4,0,0,1414,0,0,2,0,2,1,2,6,1,1,0,2,4,4,2,144,20,0,0,0,0,0,5,2006,8,4,12.093687514935384
466,467,20,3,10628,1,3,3,0,4,0,12,2,2,0,2,7,5,1970,1970,0,4,9,10,2,0.0,3,2,1,3,1,1,2,778,5,0,499,1277,1,4,1,4,0,0,1277,1,0,1,0,2,1,3,6,1,1,2,2,4,4,2,0,0,0,0,176,0,0,4,2007,8,4,12.025749091398893
467,468,70,3,9480,1,3,3,0,4,0,12,0,2,0,5,5,7,1942,1995,1,0,8,8,3,224.0,3,4,1,3,3,3,3,386,5,0,342,728,1,0,1,4,756,0,1644,0,0,1,1,3,1,2,6,2,1,2,1,4,4,2,168,0,0,0,0,0,0,6,2007,8,4,11.894780707439258
468,469,20,3,11428,1,0,3,0,4,0,16,2,2,0,2,8,5,2006,2006,1,0,12,13,3,248.0,2,4,2,2,3,3,5,0,5,0,1626,1626,1,0,1,4,0,0,1634,0,0,2,0,3,1,2,6,1,1,1,3,4,4,2,0,44,0,0,0,0,0,5,2007,8,4,12.429216196844385
469,470,60,3,9291,1,0,3,0,0,0,20,7,2,0,5,6,5,1993,1993,1,0,6,6,1,120.0,2,4,2,2,3,3,2,426,5,0,406,832,1,0,1,4,878,0,1710,0,0,2,1,3,1,2,6,0,1,1,2,4,4,2,144,70,0,0,0,0,0,6,2008,8,4,12.138863895836725
470,471,120,3,6820,1,0,3,0,0,0,22,2,2,4,2,8,5,1985,1985,1,0,6,6,2,0.0,2,4,2,2,3,0,2,368,1,1120,0,1488,1,4,1,4,0,0,1502,1,0,1,1,1,1,2,6,0,1,1,2,4,4,2,0,54,0,0,140,0,0,6,2010,8,4,12.264341553654152
471,472,60,3,11952,1,3,3,0,4,0,14,3,2,0,5,7,6,1977,1977,4,5,14,10,2,0.0,3,4,1,2,3,3,5,0,5,0,808,808,1,4,1,4,808,0,1969,0,0,2,1,3,1,3,6,1,1,1,2,4,4,2,0,0,0,0,276,0,0,11,2007,8,4,12.154779351142626
472,473,180,4,3675,1,3,3,0,4,0,7,2,2,4,7,6,5,2005,2005,1,0,12,13,1,80.0,3,4,2,2,3,1,2,459,5,0,88,547,1,0,1,4,0,0,1072,1,0,1,0,2,1,3,6,0,2,1,2,4,4,2,0,28,0,0,0,0,0,6,2008,8,4,11.904967552746253
473,474,20,3,14977,1,0,3,0,4,0,16,2,2,0,2,8,5,2006,2007,1,0,12,13,1,304.0,2,4,2,0,3,1,2,1350,5,0,626,1976,1,0,1,4,0,0,1976,1,0,2,0,2,1,2,6,1,1,1,3,4,4,2,250,63,0,0,0,0,0,7,2007,6,5,12.994530005894447
474,475,120,3,5330,1,3,3,0,4,0,22,2,2,4,2,8,5,2000,2000,1,0,5,5,2,0.0,2,4,2,2,3,0,2,1196,5,0,298,1494,1,0,1,4,0,0,1652,1,0,2,0,2,1,0,6,0,1,1,2,4,4,2,96,48,0,0,0,0,0,8,2007,8,4,12.43320821811392
475,476,20,3,8480,1,3,3,0,0,0,19,2,2,0,2,5,6,1963,1963,3,0,6,6,2,0.0,3,4,1,3,3,3,2,630,5,0,340,970,1,4,1,4,0,0,970,1,0,1,0,2,1,3,6,0,5,2,2,4,4,2,0,24,0,0,192,0,0,7,2007,8,4,11.794337924408412
476,477,20,3,13125,1,3,3,0,4,1,5,2,2,0,2,6,5,1997,1998,1,0,12,13,1,215.0,3,4,2,2,3,1,2,994,5,0,484,1478,1,0,1,4,0,0,1493,1,0,2,0,3,1,2,6,1,1,0,2,4,4,2,140,39,0,0,0,0,0,4,2008,8,4,12.249610947544653
477,478,60,3,13693,1,3,3,0,4,0,16,2,2,0,5,9,5,2006,2006,3,0,12,13,1,772.0,0,4,2,2,3,0,5,0,5,0,2153,2153,1,0,1,4,574,0,2643,0,0,2,1,3,1,0,6,1,3,0,3,4,4,2,414,84,0,0,0,0,0,3,2007,8,4,12.847926531702571
478,479,20,3,10637,1,3,3,0,4,0,5,2,2,0,2,8,5,2007,2008,3,0,12,13,3,336.0,2,4,2,0,3,1,2,1288,5,0,417,1705,1,0,1,4,0,0,1718,1,0,2,0,3,1,2,6,1,1,1,3,4,4,2,208,44,0,0,0,0,0,9,2009,8,4,12.601487417784837
479,480,30,4,5925,1,3,0,0,4,0,17,2,2,0,2,4,7,1937,2000,3,0,11,12,0,435.0,3,4,0,1,3,3,4,168,5,0,739,907,1,4,1,4,0,0,1131,0,0,1,0,2,1,3,6,0,5,2,2,4,4,2,0,72,0,0,0,0,0,3,2007,8,2,11.401669829409995
480,481,20,3,16033,1,0,3,0,2,0,16,2,2,0,2,9,5,2004,2005,3,0,12,13,1,378.0,2,4,2,0,3,1,2,1261,5,0,572,1833,1,0,1,4,0,0,1850,1,0,2,0,3,1,2,6,1,1,0,3,4,4,2,519,112,0,0,0,0,0,3,2006,8,4,12.694652660348844
481,482,20,3,11846,1,0,1,0,4,0,16,2,2,0,2,9,5,2003,2004,3,0,12,13,1,562.0,2,4,2,0,3,1,2,1567,5,0,225,1792,1,0,1,4,0,0,1792,1,0,2,0,2,1,0,6,1,1,0,3,4,4,2,206,49,0,0,0,0,0,8,2006,8,4,12.832011076396668
482,483,70,4,2500,1,3,3,0,0,0,17,2,2,0,5,7,8,1915,2005,1,0,11,12,2,0.0,2,4,2,3,3,3,0,299,5,0,611,910,1,0,1,4,910,0,1826,1,0,1,1,4,1,0,3,1,1,2,1,1,1,2,0,0,0,0,0,0,0,6,2009,8,4,11.951180395901384
483,484,120,4,4500,1,3,3,0,2,0,11,2,2,3,2,6,5,1998,1998,3,0,12,13,1,116.0,3,4,2,0,3,3,2,897,5,0,319,1216,1,0,1,4,0,0,1216,1,0,2,0,2,1,3,6,0,1,2,2,4,4,2,0,125,0,0,0,0,0,5,2006,8,4,12.007621706806335
484,485,20,3,7758,1,0,3,0,0,0,19,2,2,0,2,5,7,1962,2001,1,0,6,10,2,0.0,3,2,1,3,3,3,0,588,5,0,411,999,1,2,1,4,0,0,999,1,0,1,0,3,1,2,6,0,5,2,1,4,4,2,0,132,0,0,0,0,0,3,2007,8,4,11.794337924408412
485,486,20,3,9600,1,3,3,0,4,0,12,2,2,0,2,5,7,1950,2007,1,0,8,8,2,0.0,2,4,1,3,3,3,0,607,5,0,506,1113,1,2,1,4,0,0,1113,0,0,1,0,3,1,2,6,1,1,2,1,4,4,2,0,80,120,0,0,0,0,7,2009,8,4,11.898187865760873
486,487,20,3,10289,1,3,3,0,4,0,12,2,2,0,2,5,7,1965,1965,3,0,8,8,1,168.0,3,4,1,3,3,3,0,836,5,0,237,1073,1,4,1,4,0,0,1073,1,0,1,1,3,1,3,6,0,1,1,2,4,4,2,0,0,0,0,0,0,0,6,2007,8,4,11.957611286231675
487,488,20,3,12243,1,0,3,0,4,0,14,2,2,0,2,5,6,1971,1971,1,0,9,10,2,0.0,3,4,1,2,3,0,0,998,5,0,486,1484,1,2,1,4,0,0,1484,0,0,2,0,3,1,3,6,1,1,2,2,4,4,2,224,0,0,0,180,0,0,2,2007,8,4,12.072541252905653
